UTC,Dp,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
13/05/2007 11:25,6.9,,,14.5,1017.7,1021.3,1021.3,0,66,4.755,17,10.23,11.45,14.65,12.44,7,13.13
13/05/2007 11:26,6.9,,,14.5,1017.8,1021.4,1021.4,0,65.9,4.918334,8,10.23,11.45,14.65,12.44,7,13.18
13/05/2007 11:27,6.9,,,14.5,1017.8,1021.4,1021.4,0,65.9,4.981667,19,10.23,11.45,14.65,12.44,7,13.18
13/05/2007 11:28,6.9,,,14.5,1017.8,1021.4,1021.4,0,65.9,5.003334,21,10.23,11.45,14.65,12.44,7,13.15
13/05/2007 11:29,6.9,,,14.5,1017.8,1021.4,1021.4,0,66,5.133333,19,10.23,11.45,14.65,12.44,7,13.13
13/05/2007 11:30,7,,,14.5,1017.8,1021.4,1021.4,0,65.8,5.216667,13,10.23,11.45,14.65,12.44,8,13.26
13/05/2007 11:31,6.9,,,14.5,1017.8,1021.4,1021.4,0,65.7,5.246667,21,10.23,11.45,14.65,12.44,8,13.27
13/05/2007 11:32,6.9,,,14.5,1017.8,1021.4,1021.4,0,65.6,5.321667,23,10.23,11.45,14.65,12.44,8,13.23
13/05/2007 11:33,6.9,,,14.5,1017.8,1021.4,1021.4,0,65.7,5.39,16,10.13,11.45,14.65,12.44,8,13.2
13/05/2007 11:34,6.8,,,14.5,1017.8,1021.4,1021.4,0,65.6,5.388333,16,10.13,11.45,14.65,12.44,8,13.18
13/05/2007 11:35,6.8,,,14.5,1017.8,1021.4,1021.4,0,65.5,5.41,19,10.13,11.45,14.65,12.44,8,13.19
13/05/2007 11:36,6.8,,,14.5,1017.8,1021.4,1021.4,0,65.5,5.41,22,10.13,11.45,14.65,12.44,8,13.18
13/05/2007 11:37,6.8,,,14.5,1017.9,1021.5,1021.5,0,65.6,5.445,16,10.13,11.45,14.65,12.44,8,13.12
13/05/2007 11:38,6.8,,,14.5,1017.9,1021.5,1021.5,0,65.5,5.496667,19,10.13,11.45,14.65,12.44,8,13.15
13/05/2007 11:39,6.8,,,14.5,1017.9,1021.5,1021.5,0,65.4,5.556667,19,10.13,11.45,14.65,12.44,7.666667,13.22
13/05/2007 11:40,6.7,,,14.5,1017.9,1021.5,1021.5,0,65.1,5.678333,23,10.13,11.45,14.65,12.44,7.666667,13.2
13/05/2007 11:41,6.8,,,14.5,1017.9,1021.5,1021.5,0,64.8,5.766667,26,10.13,11.45,14.65,12.44,8,13.28
13/05/2007 11:42,6.7,,,14.5,1017.9,1021.5,1021.5,0,64.6,5.836667,22,10.13,11.45,14.65,12.44,8,13.28
13/05/2007 11:43,6.7,,,14.5,1017.9,1021.5,1021.5,0,64.5,5.848333,23,9.93,11.45,14.65,12.44,8,13.26
13/05/2007 11:44,6.7,,,14.5,1017.9,1021.5,1021.5,0,64.5,5.961667,15,9.93,11.45,14.65,12.44,8,13.25
13/05/2007 11:45,6.6,,,14.5,1018,1021.6,1021.6,0,64.6,5.948333,13,9.93,11.45,14.65,12.44,8,13.18
13/05/2007 11:46,6.6,,,14.5,1018,1021.6,1021.6,0,64.3,6.005,14,9.93,11.45,14.65,12.44,8,13.25
13/05/2007 11:47,6.6,,,14.5,1018,1021.6,1021.6,0,64.3,6.103333,16,9.93,11.45,14.65,12.44,8,13.23
13/05/2007 11:48,6.6,,,14.5,1018,1021.6,1021.6,0,64.2,6.205,20,9.93,11.45,14.65,12.44,8,13.24
13/05/2007 11:49,6.5,,,14.5,1018,1021.6,1021.6,0,64.1,6.211667,20,9.93,11.45,14.65,12.44,8,13.23
13/05/2007 11:50,6.5,,,14.5,1018,1021.6,1021.6,0,64.1,6.198333,12,9.93,11.45,14.65,12.44,8,13.22
13/05/2007 11:51,6.5,,,14.5,1018,1021.6,1021.6,0,64.1,6.101666,12,9.93,11.45,14.65,12.44,8,13.22
13/05/2007 11:52,6.5,,,14.5,1018,1021.6,1021.6,0,64.2,6.046667,19,9.93,11.45,14.65,12.44,8,13.14
13/05/2007 11:53,6.5,,,14.5,1018,1021.6,1021.6,0,64.1,6.181667,18,9.83,11.45,14.65,12.44,8,13.18
13/05/2007 11:54,6.5,,,14.5,1018,1021.6,1021.6,0,64.1,6.161667,23,9.83,11.45,14.65,12.44,8,13.15
13/05/2007 11:55,6.4,,,14.5,1018,1021.6,1021.6,0,64.2,6.086667,17,9.83,11.45,14.65,12.44,8,13.1
13/05/2007 11:56,6.4,,,14.5,1018,1021.6,1021.6,0,64.3,6.08,24,9.83,11.45,14.65,12.44,8,13.04
13/05/2007 11:57,6.4,,,14.5,1018,1021.6,1021.6,0,64.4,6.02,16,9.83,11.45,14.65,12.44,8,13.03
13/05/2007 11:58,6.4,,,14.5,1018,1021.6,1021.6,0,64.3,5.93,16,9.83,11.45,14.65,12.44,8,13.05
13/05/2007 11:59,6.4,,,14.5,1018.1,1021.7,1021.7,0,64.3,5.898334,9,9.83,11.45,14.65,12.44,8,13.05
13/05/2007 12:00,6.4,,,14.5,1018.1,1021.7,1021.7,0,64.2,5.881667,13,9.83,11.45,14.65,12.44,8,13.06
13/05/2007 12:01,6.4,,,14.5,1018.1,1021.7,1021.7,0,64.3,5.938334,18,9.83,11.45,14.65,12.44,8,13.03
13/05/2007 12:02,6.4,,,14.5,1018.1,1021.7,1021.7,0,64.2,6.008333,17,9.83,11.45,14.65,12.44,8,13
13/05/2007 12:03,6.4,,,14.5,1018.1,1021.7,1021.7,0,64,5.97,17,9.73,11.35,14.65,12.44,8,13.05
13/05/2007 12:04,6.3,,,14.5,1018.1,1021.7,1021.7,0,64,6.043334,18,9.73,11.35,14.65,12.44,8,13.03
13/05/2007 12:05,6.3,,,14.5,1018.1,1021.7,1021.7,0,63.8,6.15,19,9.73,11.35,14.65,12.44,8,13.04
13/05/2007 12:06,6.3,,,14.5,1018.2,1021.8,1021.8,0,63.7,6.27,9,9.73,11.35,14.65,12.44,8,13.07
13/05/2007 12:07,6.3,,,14.5,1018.2,1021.8,1021.8,0,63.6,6.351666,24,9.73,11.35,14.65,12.44,8,13.07
13/05/2007 12:08,6.3,,,14.5,1018.2,1021.8,1021.8,0,63.5,6.371667,16,9.73,11.35,14.65,12.44,8,13.09
13/05/2007 12:09,6.2,,,14.5,1018.2,1021.8,1021.8,0,63.5,6.428333,20,9.73,11.35,14.65,12.44,8,13.05
13/05/2007 12:10,6.2,,,14.5,1018.2,1021.8,1021.8,0,63.4,6.44,15,9.73,11.35,14.65,12.44,8,13.04
13/05/2007 12:11,6.2,,,14.5,1018.2,1021.8,1021.8,0,63.2,6.478333,15,9.73,11.35,14.65,12.44,8,13.08
13/05/2007 12:12,6.2,,,14.5,1018.2,1021.8,1021.8,0,62.9,6.453333,26,9.73,11.35,14.65,12.44,8,13.1
13/05/2007 12:13,6.2,,,14.5,1018.3,1021.9,1021.9,0,62.9,6.438334,20,9.63,11.35,14.65,12.44,8,13.1
13/05/2007 12:14,6.1,,,14.5,1018.3,1021.9,1021.9,0,62.7,6.365,19,9.63,11.35,14.65,12.44,8,13.13
13/05/2007 12:15,6.1,,,14.5,1018.3,1021.9,1021.9,0,62.6,6.378334,13,9.63,11.35,14.65,12.44,8,13.11
13/05/2007 12:16,6.1,,,14.5,1018.3,1021.9,1021.9,0,62.7,6.363333,13,9.63,11.35,14.65,12.44,8,13.07
13/05/2007 12:17,6.1,,,14.5,1018.3,1021.9,1021.9,0,62.5,6.466667,10,9.63,11.35,14.65,12.44,9,13.13
13/05/2007 12:18,6,,,14.5,1018.3,1021.9,1021.9,0,62.3,6.55,24,9.63,11.35,14.65,12.44,9,13.13
13/05/2007 12:19,6,,,14.5,1018.3,1021.9,1021.9,0,62.4,6.523334,24,9.63,11.35,14.65,12.44,9,13.07
13/05/2007 12:20,6,,,14.5,1018.3,1021.9,1021.9,0,62.3,6.628334,18,9.63,11.35,14.65,12.44,9,13.1
13/05/2007 12:21,6,,,14.5,1018.3,1021.9,1021.9,0,62.4,6.69,23,9.63,11.35,14.65,12.44,9,13.05
13/05/2007 12:22,6,,,14.5,1018.3,1021.9,1021.9,0,62.4,6.655,24,9.63,11.35,14.65,12.44,9,13.02
13/05/2007 12:23,5.9,,,14.5,1018.4,1022,1022,0,62.6,6.698333,22,9.43,11.35,14.65,12.44,9,12.95
13/05/2007 12:24,5.9,,,14.5,1018.4,1022,1022,0,62.7,6.823333,24,9.43,11.35,14.65,12.44,9,12.91
13/05/2007 12:25,5.9,,,14.5,1018.4,1022,1022,0,62.8,6.765,19,9.43,11.35,14.65,12.44,9,12.88
13/05/2007 12:26,5.9,,,14.5,1018.4,1022,1022,0,62.7,6.698333,17,9.43,11.35,14.65,12.44,9,12.92
13/05/2007 12:27,5.9,,,14.5,1018.4,1022,1022,0,62.9,6.573333,10,9.43,11.35,14.65,12.44,9,12.85
13/05/2007 12:28,5.9,,,14.5,1018.4,1022,1022,0,62.9,6.563334,15,9.43,11.35,14.65,12.44,9,12.84
13/05/2007 12:29,5.9,,,14.5,1018.4,1022,1022,0,63.1,6.631667,19,9.43,11.35,14.65,12.44,9,12.81
13/05/2007 12:30,5.9,,,14.5,1018.4,1022,1022,0,62.8,6.655,20,9.43,11.35,14.65,12.44,9,12.88
13/05/2007 12:31,5.9,,,14.5,1018.4,1022,1022,0,62.8,6.615,17,9.43,11.35,14.65,12.44,9,12.85
13/05/2007 12:32,5.9,,,14.5,1018.4,1022,1022,0,62.8,6.741667,16,9.43,11.35,14.65,12.44,9,12.86
13/05/2007 12:33,5.9,,,14.5,1018.4,1022,1022,0,62.8,6.741667,15,9.33,11.35,14.65,12.44,9,12.82
13/05/2007 12:34,5.9,,,14.5,1018.4,1022,1022,0,62.9,6.725,21,9.33,11.35,14.65,12.44,9,12.79
13/05/2007 12:35,5.8,,,14.5,1018.4,1022,1022,0,62.9,6.783333,18,9.33,11.35,14.65,12.44,9,12.77
13/05/2007 12:36,5.8,,,14.5,1018.5,1022.1,1022.1,0,62.8,6.841667,15,9.33,11.35,14.65,12.44,9,12.78
13/05/2007 12:37,5.8,,,14.5,1018.4,1022,1022,0,62.7,6.965,12,9.33,11.35,14.65,12.44,9.666667,12.76
13/05/2007 12:38,5.8,,,14.5,1018.4,1022,1022,0,62.5,7.076667,21,9.33,11.35,14.65,12.44,9.666667,12.81
13/05/2007 12:39,5.8,,,14.5,1018.5,1022.1,1022.1,0,62.4,7.058333,21,9.33,11.35,14.65,12.44,9.666667,12.84
13/05/2007 12:40,5.8,,,14.5,1018.4,1022,1022,0,62.2,7.138333,16,9.33,11.35,14.65,12.44,10,12.86
13/05/2007 12:41,5.8,,,14.5,1018.5,1022.1,1022.1,0,62.2,7.226666,16,9.33,11.35,14.65,12.44,10,12.86
13/05/2007 12:42,5.7,,,14.5,1018.4,1022,1022,0,62.2,7.168334,19,9.33,11.35,14.65,12.44,10,12.82
13/05/2007 12:43,5.7,,,14.5,1018.4,1022,1022,0,62.1,7.178333,19,9.23,11.35,14.65,12.44,10,12.81
13/05/2007 12:44,5.7,,,14.5,1018.4,1022,1022,0,62.2,7.275,18,9.23,11.35,14.65,12.44,10,12.81
13/05/2007 12:45,5.7,,,14.5,1018.4,1022,1022,0,62.3,7.321667,11,9.23,11.35,14.65,12.44,10,12.78
13/05/2007 12:46,5.7,,,14.5,1018.5,1022.1,1022.1,0,62.2,7.426667,25,9.23,11.35,14.65,12.44,10,12.75
13/05/2007 12:47,5.7,,,14.5,1018.4,1022,1022,0,62.2,7.42,25,9.23,11.35,14.65,12.44,10,12.79
13/05/2007 12:48,5.7,,,14.5,1018.5,1022.1,1022.1,0,62,7.446667,16,9.23,11.35,14.65,12.44,10,12.81
13/05/2007 12:49,5.7,,,14.5,1018.5,1022.1,1022.1,0,62,7.396667,25,9.23,11.35,14.65,12.44,10,12.81
13/05/2007 12:50,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.1,7.308333,16,9.23,11.35,14.65,12.44,10,12.76
13/05/2007 12:51,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.1,7.365,19,9.23,11.35,14.65,12.44,10,12.74
13/05/2007 12:52,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.2,7.513333,18,9.23,11.35,14.65,12.44,10,12.71
13/05/2007 12:53,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.3,7.591667,19,9.13,11.25,14.65,12.44,10,12.7
13/05/2007 12:54,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.3,7.473333,11,9.13,11.25,14.65,12.44,10,12.71
13/05/2007 12:55,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.4,7.455,21,9.13,11.25,14.65,12.44,10,12.67
13/05/2007 12:56,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.5,7.32,22,9.13,11.25,14.65,12.44,10,12.62
13/05/2007 12:57,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.6,7.256667,22,9.13,11.25,14.65,12.44,9.333333,12.59
13/05/2007 12:58,5.6,,,14.5,1018.5,1022.1,1022.1,0,62.6,7.173333,19,9.13,11.25,14.65,12.44,9.333333,12.57
13/05/2007 12:59,5.6,,,14.5,1018.6,1022.2,1022.2,0,62.8,7.251667,14,9.13,11.25,14.65,12.44,10,12.54
13/05/2007 13:00,5.6,,,14.5,1018.6,1022.2,1022.2,0,62.8,7.231667,16,9.13,11.25,14.65,12.44,10,12.53
13/05/2007 13:01,5.6,,,14.5,1018.6,1022.2,1022.2,0,62.7,7.036667,16,9.13,11.25,14.65,12.44,10,12.6
13/05/2007 13:02,5.6,,,14.5,1018.6,1022.2,1022.2,0,63,6.82,10,9.13,11.25,14.65,12.44,10,12.49
13/05/2007 13:03,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.2,6.623333,18,9.03,11.25,14.76,12.44,10,12.42
13/05/2007 13:04,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.3,6.585,19,9.03,11.25,14.76,12.44,10,12.39
13/05/2007 13:05,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.3,6.488333,23,9.03,11.25,14.76,12.44,10,12.37
13/05/2007 13:06,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.5,6.4,24,9.03,11.25,14.76,12.44,10,12.34
13/05/2007 13:07,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.6,6.306667,21,9.03,11.25,14.76,12.44,10,12.3
13/05/2007 13:08,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.6,6.251667,19,9.03,11.25,14.76,12.44,10,12.3
13/05/2007 13:09,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.7,6.15,18,9.03,11.25,14.76,12.44,9,12.29
13/05/2007 13:10,5.6,,,14.5,1018.7,1022.3,1022.3,0,63.7,6.085,13,9.03,11.25,14.76,12.44,8,12.3
13/05/2007 13:11,5.6,,,14.5,1018.7,1022.3,1022.3,0,63.8,6.183333,32,9.03,11.25,14.76,12.44,8.333333,12.27
13/05/2007 13:12,5.5,,,14.5,1018.7,1022.3,1022.3,0,63.7,6.265,17,9.03,11.25,14.76,12.44,8.333333,12.27
13/05/2007 13:13,5.6,,,14.5,1018.6,1022.2,1022.2,0,63.7,6.341667,16,8.93,11.25,14.65,12.44,8.333333,12.3
13/05/2007 13:14,5.5,,,14.5,1018.6,1022.2,1022.2,0,63.8,6.333333,23,8.93,11.25,14.65,12.44,8.333333,12.23
13/05/2007 13:15,5.5,,,14.5,1018.7,1022.3,1022.3,0,63.9,6.531667,17,8.93,11.25,14.65,12.44,9,12.2
13/05/2007 13:16,5.5,,,14.5,1018.7,1022.3,1022.3,0,63.8,6.618333,22,8.93,11.25,14.65,12.44,9,12.23
13/05/2007 13:17,5.6,,,14.5,1018.7,1022.3,1022.3,0,63.7,6.606667,14,8.93,11.25,14.65,12.44,9,12.28
13/05/2007 13:18,5.5,,,14.5,1018.7,1022.3,1022.3,0,63.8,6.553333,22,8.93,11.25,14.65,12.44,9,12.24
13/05/2007 13:19,5.5,,,14.5,1018.7,1022.3,1022.3,0,64,6.61,16,8.93,11.25,14.65,12.44,9,12.16
13/05/2007 13:20,5.5,,,14.5,1018.7,1022.3,1022.3,0,64.1,6.7,16,8.93,11.25,14.65,12.44,9,12.11
13/05/2007 13:21,5.5,,,14.5,1018.6,1022.2,1022.2,0,64.1,6.611667,22,8.93,11.25,14.65,12.44,9,12.14
13/05/2007 13:22,5.5,,,14.5,1018.7,1022.3,1022.3,0,64.2,6.583333,10,8.93,11.25,14.65,12.44,9,12.12
13/05/2007 13:23,5.5,,,14.5,1018.7,1022.3,1022.3,0,64.1,6.511667,16,8.83,11.15,14.76,12.44,9,12.17
13/05/2007 13:24,5.5,,,14.5,1018.7,1022.3,1022.3,0,64.1,6.478333,21,8.83,11.15,14.76,12.44,9,12.12
13/05/2007 13:25,5.5,,,14.5,1018.7,1022.3,1022.3,0,64.2,6.28,31,8.83,11.15,14.76,12.44,8.333333,12.11
13/05/2007 13:26,5.5,,,14.5,1018.7,1022.3,1022.3,0,64.2,6.23,7,8.83,11.15,14.76,12.44,8.333333,12.08
13/05/2007 13:27,5.5,,,14.5,1018.7,1022.3,1022.3,0,64.3,6.11,16,8.83,11.15,14.76,12.44,8.333333,12.03
13/05/2007 13:28,5.4,,,14.5,1018.7,1022.3,1022.3,0,64.5,6.07,17,8.83,11.15,14.76,12.44,8.333333,11.97
13/05/2007 13:29,5.4,,,14.5,1018.7,1022.3,1022.3,0,64.6,5.901667,15,8.83,11.15,14.76,12.44,8.333333,11.91
13/05/2007 13:30,5.4,,,14.5,1018.7,1022.3,1022.3,0,64.8,5.826667,11,8.83,11.15,14.76,12.44,7.333333,11.84
13/05/2007 13:31,5.4,,,14.5,1018.6,1022.2,1022.2,0,65,5.736667,19,8.83,11.15,14.76,12.44,7.333333,11.85
13/05/2007 13:32,5.4,,,14.5,1018.7,1022.3,1022.3,0,65.1,5.618333,20,8.83,11.15,14.76,12.44,7,11.83
13/05/2007 13:33,5.4,,,14.5,1018.7,1022.3,1022.3,0,65.2,5.595,21,8.73,11.15,14.65,12.44,7,11.77
13/05/2007 13:34,5.4,,,14.5,1018.7,1022.3,1022.3,0,65.4,5.496667,19,8.73,11.15,14.65,12.44,7,11.75
13/05/2007 13:35,5.4,,,14.5,1018.7,1022.3,1022.3,0,65.5,5.415,19,8.73,11.15,14.65,12.44,7,11.7
13/05/2007 13:36,5.4,,,14.5,1018.7,1022.3,1022.3,0,65.6,5.355,19,8.73,11.15,14.65,12.44,7,11.63
13/05/2007 13:37,5.4,,,14.5,1018.7,1022.3,1022.3,0,65.8,5.415,22,8.73,11.15,14.65,12.44,7,11.61
13/05/2007 13:38,5.4,,,14.5,1018.7,1022.3,1022.3,0,66,5.328333,17,8.73,11.15,14.65,12.44,7,11.6
13/05/2007 13:39,5.4,,,14.5,1018.7,1022.3,1022.3,0,66,5.306667,15,8.73,11.15,14.65,12.44,7,11.57
13/05/2007 13:40,5.4,,,14.5,1018.7,1022.3,1022.3,0,66.1,5.333333,21,8.73,11.15,14.65,12.44,7.333333,11.52
13/05/2007 13:41,5.4,,,14.5,1018.7,1022.3,1022.3,0,66.2,5.455,15,8.73,11.15,14.65,12.44,7.333333,11.53
13/05/2007 13:42,5.4,,,14.5,1018.7,1022.3,1022.3,0,66.2,5.455,15,8.73,11.15,14.65,12.44,7.333333,11.56
13/05/2007 13:43,5.4,,,14.5,1018.7,1022.3,1022.3,0,66.3,5.496667,21,8.63,11.15,14.76,12.44,7.333333,11.55
13/05/2007 13:44,5.4,,,14.5,1018.7,1022.3,1022.3,0,66.3,5.56,12,8.63,11.15,14.76,12.44,7.333333,11.5
13/05/2007 13:45,5.4,,,14.5,1018.7,1022.3,1022.3,0,66.4,5.546667,9,8.63,11.15,14.76,12.44,7.333333,11.47
13/05/2007 13:46,5.4,,,14.5,1018.8,1022.4,1022.4,0,66.4,5.433333,14,8.63,11.15,14.76,12.44,7.333333,11.44
13/05/2007 13:47,5.3,,,14.5,1018.8,1022.4,1022.4,0,66.6,5.345,7,8.63,11.15,14.76,12.44,7.333333,11.37
13/05/2007 13:48,5.3,,,14.5,1018.8,1022.4,1022.4,0,66.8,5.35,20,8.63,11.15,14.76,12.44,7.333333,11.32
13/05/2007 13:49,5.3,,,14.5,1018.8,1022.4,1022.4,0,66.9,5.286667,15,8.63,11.15,14.76,12.44,7.333333,11.28
13/05/2007 13:50,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.1,5.173333,19,8.63,11.15,14.76,12.44,8,11.23
13/05/2007 13:51,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.2,5.131667,22,8.63,11.15,14.76,12.44,8,11.26
13/05/2007 13:52,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.3,5.076667,25,8.63,11.15,14.76,12.44,8,11.23
13/05/2007 13:53,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.4,4.883333,21,8.53,11.05,14.65,12.44,8,11.19
13/05/2007 13:54,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.5,4.753334,16,8.53,11.05,14.65,12.44,8,11.13
13/05/2007 13:55,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.6,4.825,20,8.53,11.05,14.65,12.44,8,11.13
13/05/2007 13:56,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.6,4.905,14,8.53,11.05,14.65,12.44,8,11.2
13/05/2007 13:57,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.5,4.963333,17,8.53,11.05,14.65,12.44,8,11.2
13/05/2007 13:58,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.4,4.94,17,8.53,11.05,14.65,12.44,8,11.19
13/05/2007 13:59,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.4,4.955,6,8.53,11.05,14.65,12.44,8,11.17
13/05/2007 14:00,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.5,4.943333,15,8.53,11.05,14.65,12.44,7.333333,11.17
13/05/2007 14:01,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.6,4.875,20,8.53,11.05,14.65,12.44,7,11.13
13/05/2007 14:02,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.7,4.86,22,8.53,11.05,14.65,12.44,7,11.09
13/05/2007 14:03,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.7,4.983333,25,8.43,11.05,14.76,12.44,7,11.08
13/05/2007 14:04,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.015,14,8.43,11.05,14.76,12.44,7,11.05
13/05/2007 14:05,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.8,4.901667,19,8.43,11.05,14.76,12.44,6.333333,11.03
13/05/2007 14:06,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.9,4.871667,18,8.43,11.05,14.76,12.44,6.333333,11.07
13/05/2007 14:07,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.9,4.87,22,8.43,11.05,14.76,12.44,6.333333,11.07
13/05/2007 14:08,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.9,4.861667,7,8.43,11.05,14.76,12.44,6.333333,11.08
13/05/2007 14:09,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.9,4.901667,24,8.43,11.05,14.76,12.44,6.333333,11.05
13/05/2007 14:10,5.3,,,14.5,1018.8,1022.4,1022.4,0,68,5.005,19,8.43,11.05,14.76,12.44,7,11
13/05/2007 14:11,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.9,5.056667,15,8.43,11.05,14.76,12.44,7,11.13
13/05/2007 14:12,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.175,21,8.43,11.05,14.76,12.44,7,11.11
13/05/2007 14:13,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.133333,28,8.33,10.95,14.76,12.44,7,11.14
13/05/2007 14:14,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.7,5.283333,5,8.33,10.95,14.76,12.44,8.333333,11.13
13/05/2007 14:15,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.7,5.27,22,8.33,10.95,14.76,12.44,8.333333,11.1
13/05/2007 14:16,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.7,5.215,23,8.33,10.95,14.76,12.44,8.333333,11.07
13/05/2007 14:17,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.255,30,8.33,10.95,14.76,12.44,8.333333,11.08
13/05/2007 14:18,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.7,5.301667,16,8.33,10.95,14.76,12.44,8.333333,11.09
13/05/2007 14:19,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.6,5.241667,19,8.33,10.95,14.76,12.44,8.333333,11.23
13/05/2007 14:20,5.4,,,14.5,1018.8,1022.4,1022.4,0,67.4,5.085,24,8.33,10.95,14.76,12.44,8.333333,11.23
13/05/2007 14:21,5.3,,,14.5,1018.8,1022.4,1022.4,0,67.4,5.043334,17,8.33,10.95,14.76,12.44,8.333333,11.14
13/05/2007 14:22,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.4,4.996666,22,8.33,10.95,14.76,12.44,8.333333,11.09
13/05/2007 14:23,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.6,4.975,21,8.23,10.95,14.65,12.44,8.333333,11.03
13/05/2007 14:24,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.6,4.918334,12,8.23,10.95,14.65,12.44,6,11.02
13/05/2007 14:25,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.7,4.941667,17,8.23,10.95,14.65,12.44,6,10.98
13/05/2007 14:26,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.05,20,8.23,10.95,14.65,12.44,7,10.95
13/05/2007 14:27,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.028333,22,8.23,10.95,14.65,12.44,7,11
13/05/2007 14:28,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.7,5.013333,14,8.23,10.95,14.65,12.44,7,10.99
13/05/2007 14:29,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.8,5,16,8.23,10.95,14.65,12.44,7,10.94
13/05/2007 14:30,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.045,9,8.23,10.95,14.65,12.44,7,10.91
13/05/2007 14:31,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.9,5.08,20,8.23,10.95,14.65,12.44,7,10.92
13/05/2007 14:32,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.9,5.095,17,8.23,10.95,14.65,12.44,8,10.94
13/05/2007 14:33,5.2,,,14.5,1018.8,1022.4,1022.4,0,67.8,5.07,16,8.13,10.95,14.76,12.44,8,10.95
13/05/2007 14:34,5.2,,,14.5,1018.8,1022.4,1022.4,0,68,5.036667,12,8.13,10.95,14.76,12.44,8,10.89
13/05/2007 14:35,5.1,,,14.5,1018.8,1022.4,1022.4,0,67.9,5.043334,23,8.13,10.95,14.76,12.44,8,10.88
13/05/2007 14:36,5.1,,,14.5,1018.9,1022.5,1022.5,0,68,5.03,20,8.13,10.95,14.76,12.44,8,10.86
13/05/2007 14:37,5.2,,,14.5,1018.9,1022.5,1022.5,0,68,5.01,13,8.13,10.95,14.76,12.44,8,10.87
13/05/2007 14:38,5.1,,,14.5,1018.9,1022.5,1022.5,0,68,5.018333,17,8.13,10.95,14.76,12.44,8,10.82
13/05/2007 14:39,5.1,,,14.5,1018.9,1022.5,1022.5,0,68.1,5.106667,24,8.13,10.95,14.76,12.44,8,10.79
13/05/2007 14:40,5.1,,,14.5,1018.9,1022.5,1022.5,0,67.9,5.17,16,8.13,10.95,14.76,12.44,8,10.88
13/05/2007 14:41,5.2,,,14.5,1018.9,1022.5,1022.5,0,67.9,5.128333,16,8.13,10.95,14.76,12.44,8,10.9
